เลขทะเบียน,ประกอบธุรกิจ,หมวดธุรกิจ,สถานะ,วันที่จดทะเบียน,ทุนจดทะเบียน,Website,ก่อตั้งโดย,ที่ตั้ง,ชื่อบริษัทภาษาอังกฤษ,ชื่อบริษัทภาษาไทย,ข้อมูลสำหรับการติดต่อ,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,หลักทรัพย์,วันที่เลิก,เบอร์โทร,ข้อมูลสำหรับติดต่อ,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน,ธุรกิจ
'0805544000126,เลี้ยงสุกร,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,20/3/2544,200000000,,กรรมการ: นางสวรรพิศา โอวรารินท์,150 หมู่ที่ 1 ตำบลท่าไร่ อำเภอเมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,"CHAW PROSPEROUS AGICULTURE CO., LTD.",บริษัท ช.เกษตรรุ่งเรือง จำกัด,False,https://www.dataforthai.com/company/0805544000126/,,,,,'075347230,,,,,,,,
'0505548004943,,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,8/9/2548,200000000,,"กรรมการ: นายพีรพงศ์ เชิดสถิรกุล, นายรักพงศ์ เชิดสถิรกุล, นางดวงดี เชิดสถิรกุล",1-3-5 ถนนวัวลาย ตำบลหายยา อำเภอเมืองเชียงใหม่ จ.เชียงใหม่ 50100,CHIANGRAI CHAIPATTANA COMPANY LIMITED,บริษัท เชียงรายชัยพัฒนา จำกัด,False,https://www.dataforthai.com/company/0505548004943/,,,,,'053275401,,,,,,,,
'0305564000169,ประกอบกิจการฟาร์มเลี้ยงสัตว์ ได้แก่ สุกร เป็นต้น,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,8/1/2564,40000000,,กรรมการ: นายเจริญศักดิ์ ชัยเลิศ,807/1 หมู่ที่ 2 ตำบลสุรนารี อำเภอเมืองนครราชสีมา จ.นครราชสีมา 30000,"CF CHAROEN FARM CO., LTD.",บริษัท ซี เอฟ เจริญฟาร์ม จำกัด,False,https://www.dataforthai.com/company/0305564000169/,,,,,,,,,,,,,
'0675545000130,,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,21/8/2545,90000000,,"กรรมการ: นายสุชาติ พงษ์วัฒนานุสรณ์, นายสุชัย พงษ์วัฒนานุสรณ์, นางสาววราภรณ์ พงษ์วัฒนานุสรณ์, นางสาวภัทรา พงษ์วัฒนานุสรณ์, นายสรวิชญ์ พงษ์วัฒนานุสรณ์, นายพีรพล พงษ์วัฒนานุสรณ์, นายโสฬส พงษ์วัฒนานุสรณ์",99/9 หมู่ที่ 13 ตำบลบ้านกลาง อำเภอหล่มสัก จ.เพชรบูรณ์ 67110,"CH.AGRICULTURE INSUSTRY CO.,LTD.",บริษัท ซีเอชเกษตรอุตสาหกรรม จำกัด,False,https://www.dataforthai.com/company/0675545000130/,,,,,'056912268,,,,,,,,
'0725560001507,เลี้ยงและเพาะพันธุ์สุกร,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,13/9/2560,160000000,,"กรรมการ: นายชยานิน ใจอ่อนน้อม, นายศรายุทธ กิตติวัฒนากุล",279 หมู่ที่ 3 ตำบลวังตะเคียน อำเภอหนองมะโมง จ.ชัยนาท 17120,CS FARM GROUP COMPANY LIMITED,บริษัท ซีเอสฟาร์มกรุ๊ป จำกัด,False,https://www.dataforthai.com/company/0725560001507/,,,,,,,,,,,,,
'0395545000043,,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,17/10/2545,300000000,http://www.npfarm.com/#,"กรรมการ: นายภาคภูมิ พีรวรสกุล, นางจารุพรรณ พีรวรสกุล",40 หมู่ 7 ตำบลหนองบัว อำเภอเมืองหนองบัวลำภู จ.หนองบัวลำภู 39000,"NATTAPONG FARM CO., LTD.",บริษัท ณัฐพงษ์ ฟาร์ม จำกัด,False,https://www.dataforthai.com/company/0395545000043/,,,,,'0808304050,,,,,,,,
'0705560004247,เลี้ยงสุกร,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,27/12/2560,49000000,,"กรรมการ: นายวันชัย ธีระสัตยกุล, นางดรุณี ธีระสัตยกุล",99 หมู่ที่ 9 ตำบลจอมบึง อำเภอจอมบึง จ.ราชบุรี 70150,DARUNEE FARM COMPANY LIMITED,บริษัท ดรุณี ฟาร์ม จำกัด,False,https://www.dataforthai.com/company/0705560004247/,,,,,,,,,,,,,
'0925540000104,ฟาร์มเลี้ยงสุกรเกษตรกรรม (สวนปาล์มน้ำมัน),การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,28/3/2540,80000000,,"กรรมการ: นายเรวัตน์ โภคาวัฒนา, นายวินิจ ธรรมปริพัตรา, นายเอกรัตน์ โภคาวัฒนา, นางสาวภัทรา โภคาวัฒนา",192/2 ถนนเพชรเกษม ตำบลห้วยยอด อำเภอห้วยยอด จ.ตรัง 92130,"TRANG WATTANA FARM CO., LTD.",บริษัท ตรังวัฒนาฟาร์ม จำกัด,False,https://www.dataforthai.com/company/0925540000104/,ดูตำแหน่งงานจาก JOBTHAI,,,,'075235406,,,,,,,,
'0275562000871,ประกอบกิจการเลี้ยงสุกร,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,16/8/2562,40000000,,กรรมการ: นางสาวสุณัชชนันท์ สุวรรณพุฒิเมธ,264 หมู่ที่ 9 ตำบลศาลาลำดวน อำเภอเมืองสระแก้ว จ.สระแก้ว 27000,"SUBSUKORN FARM CO., LTD.",บริษัท ทรัพย์สุกรฟาร์ม จำกัด,False,https://www.dataforthai.com/company/0275562000871/,,,,,,,,,,,,,
'0705561003660,เลี้ยงสุกร,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,25/12/2561,75000000,,กรรมการ: นางบุญนำ ธีระสัตยกุล,5 หมู่ที่ 3 ตำบลน้ำพุ อำเภอเมืองราชบุรี จ.ราชบุรี 70000,THONG FARM COMPANY LIMITED,บริษัท ทองฟาร์ม จำกัด,False,https://www.dataforthai.com/company/0705561003660/,,,,,,,,,,,,,
'0405560002859,,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,9/6/2560,880000000,,กรรมการ: นายทวีศักดิ์ ตุลยเดชาภา,111 หมู่ที่ 8 ตำบลบ้านลาน อำเภอบ้านไผ่ จ.ขอนแก่น 40110,THONGURAI PATTANA COMPANY LIMITED,บริษัท ทองอุไรพัฒนา จำกัด,False,https://www.dataforthai.com/company/0405560002859/,,,,,,,,,,,,,
'0735560007807,เลี้ยงสุกรจำหน่าย,การเลี้ยงสุกร,ยังดำเนินกิจการอยู่,23/11/2560,150000000,,"กรรมการ: นายวรพจน์ จำเนียรดำรงการ, นางนิตยา ปวงนิยม",46/1 หมู่ที่ 9 ตำบลทัพหลวง อำเภอเมืองนครปฐม จ.นครปฐม 73000,THAI PREMIUM AGRITRADE COMPANY LIMITED,บริษัท ไทย พรีเมี่ยม อกรีเทรด จำกัด,False,https://www.dataforthai.com/company/0735560007807/,,,,,,,,,,,,,
